中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,19 ms,769 Mbps,98508 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,73 Mbps,9421 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,639 Mbps,81817 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,93 ms,308 Mbps,39424 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,6 ms,90 Mbps,11571 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,86 ms,365 Mbps,46796 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,52 ms,561 Mbps,71884 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::c:34b,US,Los Angeles,隧道,72 ms,79 Mbps,10137 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,9 ms,42 Mbps,5407 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,68 ms,318 Mbps,40755 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,82 ms,287 Mbps,36761 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,94 ms,28 Mbps,3586 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,45 Mbps,5858 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,75 ms,378 Mbps,48435 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,249 Mbps,31948 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,280 Mbps,35840 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,120 ms,227 Mbps,29081 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,110 ms,48 Mbps,6205 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,194 Mbps,24883 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,65 ms,48 Mbps,6271 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,260 Mbps,33382 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,92 ms,299 Mbps,38297 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,221 Mbps,28364 kB/s
168.138.149.17,443,168.138.149.17,BR,S
