中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,37 ms,239 Mbps,30617 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,1840 Mbps,235520 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,34 ms,224 Mbps,28672 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,30 ms,936 Mbps,119808 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26a:d,,Los Angeles,隧道,0 ms,61 Mbps,7882 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,28 ms,658 Mbps,84275 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,27 ms,780 Mbps,99942 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,23 ms,920 Mbps,117760 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,77 ms,260 Mbps,33382 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,42 ms,48 Mbps,6266 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,222 Mbps,28467 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,15 ms,896 Mbps,114688 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,22 ms,840 Mbps,107520 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,81 ms,278 Mbps,35635 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,72 ms,14 Mbps,1828 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,640 Mbps,81920 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,131 Mbps,16793 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,91 ms,51 Mbps,6634 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,167 ms,162 Mbps,20787 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,61 ms,327 Mbps,41881 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,12 ms,1216 Mbps,155648 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,19 ms,549 Mbps,70348 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,143 ms,1 Mbps,167 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,86 ms,6 Mbps,850 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,140 ms,135 Mbps,17305 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,168 ms,115 Mbps,14745 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,75 ms,40 Mbps,5170 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,93 Mbps,11980 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,92 ms,42 Mbps,5472 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,172 ms,3 Mbps,393 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,159 ms,38 Mbps,4927 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,150 ms,41 Mbps,5304 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,153 ms,27 Mbps,3579 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,148 ms,35 Mbps,4519 kB/s
130.61.23.77,443,130.61.23.77,DE,104 Mbps,13414 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,170 ms,122 Mbps,15667 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,171 ms,108 Mbps,13824 kB/s
8.219.80.236,443,8.222.240.96,SG,Singapore,隧道,183 ms,33 Mbps,4301 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,172 ms,28 Mbps,3653 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,150 ms,132 Mbps,16896 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,170 ms,42 Mbps,5428 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,163 ms,32 Mbps,4176 kB/s
130.162.144.191,443,2a09:bac1:3f00:90::22:116,KR,Seoul,隧道,135 ms,43 Mbps,5559 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,148 ms,20 Mbps,2668 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,133 ms,120 Mbps,15462 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,140 ms,153 Mbps,19660 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,183 ms,61 Mbps,7810 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,82 ms,22 Mbps,2884 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,192 ms,45 Mbps,5791 kB/s
144.22.252.124,443,144.22.252.124,BR,S
