中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,19 ms,67 Mbps,8695 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,2 ms,197 Mbps,25292 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,16 ms,3 Mbps,392 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,456 Mbps,58470 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,15 ms,1576 Mbps,201728 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,29 ms,1000 Mbps,128000 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,19 ms,50 Mbps,6442 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,30 ms,61 Mbps,7853 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,3 ms,50 Mbps,6400 kB/s
129.146.46.164,443,129.146.46.164,US,324 Mbps,41574 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,12 ms,664 Mbps,84992 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,23 ms,872 Mbps,111616 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,33 ms,936 Mbps,119808 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,78 ms,288 Mbps,36864 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,4 ms,864 Mbps,110592 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,65 ms,339 Mbps,43417 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,620 Mbps,79462 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,78 ms,6 Mbps,831 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,22 ms,464 Mbps,59392 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,192 Mbps,24576 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,121 ms,232 Mbps,29696 kB/s
141.148.147.214,443,141.148.147.214,US,Los Angeles,中转,29 ms,69 Mbps,8859 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,180 ms,3 Mbps,396 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,188 ms,40 Mbps,5127 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,93 ms,45 Mbps,5815 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,157 ms,38 Mbps,4953 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,155 ms,110 Mbps,14131 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,58 ms,311 Mbps,39833 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,140 ms,40 Mbps,5155 kB/s
130.162.178.124,443,2a0b:21c0:1007:1c9:0:bf41:60ac:17a2,DE,Frankfurt,隧道,171 ms,73 Mbps,9379 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,183 ms,126 Mbps,16179 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,182 ms,17 Mbps,2177 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,121 ms,51 Mbps,6541 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,129 Mbps,16588 kB/s
130.61.23.77,443,130.61.23.77,127 Mbps,16281 kB/s
