中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,4 ms,12 Mbps,1601 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,568 Mbps,72704 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,1 ms,816 Mbps,104448 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,10 ms,62 Mbps,7953 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,71 ms,308 Mbps,39424 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,44 Mbps,5747 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,81 ms,348 Mbps,44544 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,297 Mbps,38092 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,92 ms,50 Mbps,6454 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,244 Mbps,31232 kB/s
35.197.23.75,443,35.212.201.5,US,Seattle,隧道,73 ms,390 Mbps,49971 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,338 Mbps,43315 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,35 ms,471 Mbps,60313 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,77 ms,236 Mbps,30310 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,82 ms,288 Mbps,36966 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,272 Mbps,34816 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,97 ms,313 Mbps,40140 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,77 ms,42 Mbps,5468 kB/s
158.178.147.110,443,2a0b:21c0:100a:1b1:0:d444:be53:d16b,DE,Frankfurt,隧道,96 ms,216 Mbps,27648 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,67 ms,289 Mbps,37068 kB/s
35.230.79.26,443,35.212.201.5,US,Seattle,隧道,80 ms,311 Mbps,39833 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,225 Mbps,28876 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,77 ms,315 Mbps,40345 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,265 Mbps,33996 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,260 Mbps,33280 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,104 ms,272 Mbps,34816 kB/s
129.146.209.97,443,129.146.209.97,US,Denver,中转,92 ms,352 Mbps,45158 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,100 ms,101 Mbps,13004 kB/s
47.90.141.204,443,91.149.239.70,US,San Jose,隧道,19 ms,4 Mbps,565 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,105 ms,31 Mbps,4008 kB/s
152.70.56.11,443,2a0b:21c0:100a:1b3:0:1f11:246a:ae0d,DE,Frankfurt,隧道,127 ms,233 Mbps,29900 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,117 Mbps,15052 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,100 ms,48 Mbps,6239 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,48 Mbps,6178 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,121 ms,46 Mbps,5900 kB/s
158.101.215.22,443,2606:f240:f00:dd8d:0:6bab:1783:165a,US,Frankfurt,隧道,109 ms,236 Mbps,30310 kB/s
168.138.149.17,443,168.138.149.17,BR,S
